Num,Pub_date,Type_actor,Political_actor,Document,Condensed_function,actor,theme,quote,year,time_bin
1001,1997-11-24,Member of the Public,Norene Lloyd landowner,Grizzly Plan Incites a Bear of a Battle in Idaho; Feds Want to Move 25 Into Wilderness Area Near Montana Border: [1],Public,Public,Human_wildlife_conflict,``You see cougars here already -- people have lost sheep to them. There are black bears. The night before last a coyote was in our yard. You get concerned said Lloyd who has three children at home. ``You dont let the kids play outside after dark or the pets either said Lloyd casting an eye toward a sinking sun. ``I dont like the idea of grizzlies. I dont like it at all.,1997,Before
1002,1997-11-24,Member of the Public,Steve Mealey the head of Idahos Fish and Game Department,Grizzly Plan Incites a Bear of a Battle in Idaho; Feds Want to Move 25 Into Wilderness Area Near Montana Border: [1],Public,Public,State_of_science,Loving bears he wants to see more of them. But he questions the wisdom of this scheme. And he is employed by a state with a historical hostility to federal mandates especially ones involving large carnivores.So he too opposes the bear-resettlement plan.``This issue he said sounding a theme that echoes across the mountain West ``is far more about local control than about bears.,1997,Before
1021,2023-02-15,University,Alex Metcalf a co-author of the study and associate professor of human dimensions at UM.,Capital Sports & Western: Montanans Appreciate Grizzlies Believe They Should be Hunted,Public,Public,Human_wildlife_conflict,1) It was surprising. We found overwhelming support for grizzly bears said Alex Metcalf a co-author of the study and associate professor of human dimensions at UM. We found 80% to 90% of respondents think bears have a right to exist - that they make Montana special and that we need to learn to live with them. But also that over 80% want to see some form of grizzly hunting allowed. 2) We often hear about a rural-urban divide or that direct negative experiences with grizzlies cause people to hate bears Nesbitt explained. However when we controlled for multiple possible factors we see these old assumptions dont hold up and that other more important factors emerge..,2023,Recent
1022,2023-02-15,University,Holly Nesbitt a Ph.D. student in UMs Human Dimensions Lab of the W.A. Franke College of Forestry & Conservation.,Capital Sports & Western: Montanans Appreciate Grizzlies Believe They Should be Hunted,Public,Public,Recovery_goals,So the trick facing Montana is to find that sweet spot where grizzly populations are just right - where bear populations are healthy and the people of Montana are happy in their coexistence with those grizzlies she added.,2023,Recent
1022,2023-02-15,University,Holly Nesbitt a Ph.D. student in UMs Human Dimensions Lab of the W.A. Franke College of Forestry & Conservation.,Capital Sports & Western: Montanans Appreciate Grizzlies Believe They Should be Hunted,Public,Public,Human_wildlife_conflict,So the trick facing Montana is to find that sweet spot where grizzly populations are just right - where bear populations are healthy and the people of Montana are happy in their coexistence with those grizzlies she added.,2023,Recent
1037,2018-01-13,Researcher,Michael Proctor Canadian grizzly bear scientist,Canadian study shows fewer roads mean more grizzlies,Public,Public,Recovery_goals,You guys figured this out 30 years ago said Proctor who assisted Lamb with his B.C. study. You’ve pulled the Yellowstone grizzly population back to the point where it’s almost delisted. And road access management played a very big role in that.,2018,During II
1046,2017-11-28,Member of the Public,Dean Peterson rancher,The Big Bear Is Back; Grizzliesreturn to Montana has area ranchers on guard,Public,Public,Human_wildlife_conflict,It will happen the 51-yearold rancher says of the looming presence of grizzlies. And he is equally matter of fact about what theyll mean for both him and his neighbors. It will be more difficult to run cattle.,2017,During II
1047,2017-11-28,Member of the Public,Steve Primm,The Big Bear Is Back; Grizzliesreturn to Montana has area ranchers on guard,Public,Public,Human_wildlife_conflict,Theyre big they can be dangerous and they compete with us for some food resources said Steve Primm a conservationist who has forged relationships with Peterson and other ranchers in the Big Hole Valley trying to get them to see the animals as something with which they can coexist. If were living with grizzly bears then thats showing that weve got quite a strong commitment to living with the natural world.,2017,During II
1071,2012-05-02,Researcher (independent),Charles Jonkel Bear biologist,New neighbors,Public,Public,Law_detailed,All this used to be their habitat and were taking better care of them now Jonkel said. But if theyre delisted the individual states will be less willing to support them; theyre expensive.,2012,After I
1071,2012-05-02,Researcher (independent),Charles Jonkel Bear biologist,New neighbors,Public,Public,Human_wildlife_conflict,Conflict with hunters over food is probably the biggest threat now but Im also worried about recreationalists Gehman said. People need to be aware that grizzlies are out there and take precautions.,2012,After I
1091,2018-05-09,Member of the Public,Trina Bradley rancher,Groups seek more Public comment before northwestern Montana grizzlies lose protection,Public,Public,Human_wildlife_conflict,I don’t have to accept anything rancher Trina Bradley retorted. We have never and will never accept those losses. People need to realize our livestock is our livelihood. We don’t do this for fun. These bears on the Front would not have a place to live eat and survive except for landowners like myself.,2018,During II
1092,2018-05-09,Member of the Public,Nina Baucus,Groups seek more Public comment before northwestern Montana grizzlies lose protection,Public,Public,Human_wildlife_conflict,Those poly bags hold thousands of bushels of grain Baucus said. A grizzly runs a nail alongside of that and thousands of bushels fall on the ground. You’re going to have a very serious situation then.,2018,During II
1097,2023-07-11,Member of the Public (for the sake of the data as she is not the writer of the article),Gloria Dickie environmental journalist,‘We will decide their future’: Q&A with pro-bear environmental journalist Gloria Dickie,Public,Public,Law_detailed,You’re seeing certain states like Montana trying to introduce more hostile bills and legislation to deal with that. You’re seeing the U.S. Fish and Wildlife Service trying to remove protections from grizzly bears. I think we are seeing a slight perhaps reversal now of decades of progression when it comes to animals that could kill you.,2023,Recent
